attack_method,num_rows,breach_rate_pct,impact_mean
BSR,480,36.45833333333333,0.2048016366820472
SI_NI_FGSM,480,29.166666666666668,0.1755482241367176
MI_FGSM,480,26.666666666666668,0.1643273050972152
MI_ADMIX_DI_TI,480,24.166666666666668,0.1534894498691491
TI_FGSM,480,20.416666666666668,0.1313289102873426
PGD,480,16.666666666666664,0.1002993952430816
